nl_clip,regexp
words that start with  'ph' and followed by 't' and end with  'na',ph(?:utt?na|atna|tna)
words that start with  'pho' and followed by 't' and end with  'na',ph(?:oo|uu|ou)tna
words that start with  'p' and followed by 'sh' and end with  'ab' or 'ap',p(?:eshaa[bp]|ishaab)
words that start with  'p' and followed by 'sh' and 'd' and end with  'a',p[ou]sh(?:i|ee)da
words that start with  'p' and followed by 'r' and 'jo' and end with  'sh',pur ?josh
words that start with  'p' and followed by 'ra' and end with  'na',p[ou]rana
words that start with  'qa' or 'ka' and followed by 'si' and end with  'r',(?:kaa?|qaa)sir
words that start with  'qa' and followed by 'ti' and end with  'l',(?:qaa?|kaa)til
words that start with  'q' and followed by 'be' or 'bi' and end with  'h',qab(?:ee|i)h
words that start with  'q' or 'k' and followed by 'a' and end with  'd',(?:ka[iy]d|qa[eiy]d)
words that start with  'q' and followed by 's' and end with  'ai' or 'ayi',(?:qasay?i|kasai)
words that start with  'q' and 'k' and followed by 's' and end with  'r',(?:kas(?:oo|u)|qasoo)r
words that start with  'qas' or 'kas' and followed by 'r' and 'wa' and end with  'r',(?:qas(?:oo|u)r waar|kasoor war)
words that start with  'q' or 'k' and followed by 't' and end with  'l',(?:qata?|kata)l
words that start with  'q' or 'k' and followed by 'z' and end with  'a',[kq]aziy?a
words that start with  'q' and followed by 'h' and end with  'r',q[ae]har
words that start with  'q' and followed by 'h' and 'r al' and end with  'ud' or 'od',(?:q(?:eher aloo|ahar alu)|kehar aloo)d
words that start with  'q' and followed by 'l' and end with  't',(?:killat|qil(?:att|l[ae]t))
words that start with  'q' and followed by 'am' and end with  'at',q(?:iy?|ay)amat
words that start with  'raf' and followed by 'ch' and end with  'kar',raf(?:u chak|o cha)kar
words that start with  'r' and followed by 'n' and end with  'di',r[au]ndi
words that start with  'r' and followed by 'n' and end with  'j',r[au]nj?
words that start with  'r' and followed by 'o' or 'u' and end with  'la',r(?:au|o)la
words that start with  'ri' or 're' and followed by 'ak' or 'a k' and end with  'ri',r(?:iy?akari|eakari)
words that start with  'r' and followed by 'hl' and end with  'at',r[ae]hlat
words that start with  'ri' and followed by 'ak' or 'a k' and end with  'ar',ri(?:a ka|ya k)ar
words that start with  'r' and followed by 'khn' and end with  'y',r(?:akhn(?:ay|e)|khne)
words that start with  'r' and followed by 's' and end with  'wa' or 'va',r(?:[ao]swa|us[vw]a)
words that start with  'sa' and followed by 'da' and 'lo',sa(?:ada lo|da l)oh
words that start with  's' and may followed by 'n' or 'm' and end with  'p',s(?:a(?:an|[mnp])|up)p
words that start with  'sa' and followed by 'z' and end with  'sh',sa(?:azi|z[ei])sh
words that start with  'sa' and followed by 'kh' and end with  't',sakha?tt?
words that start with  'sakh' and end with  'ti',sakha?ti
words that start with  's' and followed by 'n' and end with  'g',s[au]ng
words that start with  's' and followed by 'ng' and 'd' and end with  'l',s[au]ng dil
words that start with  's' and followed by 'r' and 'kash' and end with  'i',s[ai]r kashi
words that start with  's' and followed by 'r' and 's' and end with  'am',sar saa?m
words that start with  'sa' and followed by 'z' and end with  'sh',sa(?:azi|z[ei])sh
words that start with  'sa' and followed by 'z' and end with  'shi',sazi?shi
words that start with  'sh' end with  'k' or 'q',s(?:ai|e)laab
words that start with  'sh' and end with  'ki' or 'qi',shaa[kq]i
words that start with  'sh' and end with  'k' or 'q',shad(?:ee|i)d
words that start with  'sh' and followed by 'd' and end with  'd',shad(?:ee|i)d
words that start with  'sh' and end with  'k' or 'q',sh(?:a(?:(?:kk|q)|k)|[ku]k)
words that start with  'sh' and end with  'k' or 'q',sh(?:a(?:(?:kk|qq)|[kq])|uk)
words that start with  'sh' and followed by 'r' and end with  'm',sh(?:(?:(?:ara|r)|ar)m|er[ae]m)
words that start with  'sh' and followed by 'rm' and 'n' and end with  'da',sh(?:armi|rm[ei])nda
words that start with  'sh' and followed by 't' and end with  'ani',sh(?:a[iy]tani|etani)
words that start with  'sh' and followed by 'khi' and 'b' and end with  'az',sh(?:ekhi ba|okhi b)az
words that start with  'sh' and followed by 't' and end with  'an',sh(?:aitaa?n|etaa?n)
words that start with  'sh' and followed by 'ka' and end with  'yat',sh[ai]kayat
words that start with  'sh' and followed by 'k' or 'q' and end with  'wa' or 'va',shi(?:k[vw]|qw)a
words that start with  'sh' and followed by 'k' or 'q' and 'wa' or 'va' and end with  'sanj' or 'sanjh',shi(?:k(?:wah|va) sanj|qwa sanjh)
words that start with  'sh' and followed by 'o' or 'u' and end with  kh',sh[ou]kh
words that start with  'sh' and followed by 'o' or 'u' and end with  khi',sh(?:ukh?|okh)i
words that start with  'sh' and followed by 'l' and end with  'y',sh(?:ola|ule|ole)y
words that start with  'sh' and followed by 'o' and end with  r',sho(?:re?|[ou]r)
words that start with  'sho' and followed by 'r' and end with  'sh',shor[aeu]sh
words that start with  's' and followed by 'fak' and end with  'kana',s[ai]fakana
words that start with  's' and followed by 'ya' and end with  'h',s[ai]yah
words that start with  's' and followed by 'ya' and end with  'hi',s[ai]yahi
words that start with  'so' or 'sau' and followed by 'd' and end with  'a',s(?:au|o)da
words that start with  'so' or 'sau' and followed by 'd' and end with  'i',s(?:au|o)dai
words that start with  's' and followed by 'kh' and end with  'na',s(?:o(?:ok|kh)|ukh)na
words that start with  's' and followed by 'u' or 'o' and end with  'ka' or 'kha',s(?:ookh?|ukh)a
words that start with  's' and followed by 'u' or 'o' and end with  'r',s(?:oo|u)r
words that start with  's' and followed by 'ra' and end with  'kh',s[ou]rakh
words that start with  's' and followed by 'k' or 'q' and end with  'ut' or 'ot',s(?:ak(?:oo|uu)t|qot)
words that start with  's' and followed by 'n' or 's' and end with  'n',s[ou]saa?n
words that start with  's' and followed by 's' and end with  't',s(?:ustt?|us[as]t|oost)
words that start with  's' and followed by 's' and end with  'ti',s(?:ustt?i|us[as]ti|oosti)
words that start with  'ta' and followed by 'l' and 'ma' and 't' and end with  'ole' or 'ol',ta(?:al (?:matole|Matol)|l matole?)
words that start with  'ta' and followed by 'n' and end with  'e' or 'y',ta(?:an(?:ay|e)|nay)
words that start with  't' and followed by 'r' and another 't' and end with  'r',ta(?:ar ta|r ?t)ar
words that start with  't' and followed by 'b' and end with  'a' or 'ah',tab(?:ah|bah|baa|bha)
words that start with  't' and followed by 'ba' and 'k' and end with  'n',tabah k[iu]n
words that start with  't' and followed by 'ba' and 'h' and end with  'i' or 'e',t(?:abah(?:(?:ee|i)|e)|b[ab]ahi)
words that start with  't' and followed by 'b' or 's' and end with  'ra' or 'rah',t(?:abs(?:[ai]ra|rah)|bsara)
words that start with  't' and followed by 'fr' and end with  'k' or 'q',tafr(?:ee|i)q
words that start with  't' and followed by 'hl' and end with  'l',t(?:ehl(?:ee|i)|ahlee)l
words that start with  'ta' or 'te' and end with  'sh',t(?:ai|e|ey|ay)sh
words that start with  't' and end with  'z' or 'x',t(?:(?:e(?:zz|x)|ez)|aiz)
words that start with  't' and followed by 'z' or 'x' and end with  'i',t(?:(?:e(?:zz|x)|ez)|aiz)i
words that start with  't' and followed by 'jaw' and end with  'z',ta?jaw[au]z
words that start with  't' and followed by 'kab' and end with  'r',t(?:akab(?:b[au]|[au])|kabbu)r
words that start with  't' and followed by 'ka' and end with  'n',th?akaa?n
words that start with  'ta' and followed by 'k' and end with  'd',taa?k(?:i|ee)d
words that start with  'ta' and followed by 'kh' and end with  'r',takh(?:ee|i)r
words that start with  't' and followed by 'khf' and end with  'f',ta?khf(?:ee|i)f
words that start with  't' and followed by 'kk' and end with  'r',ta?kkar
words that start with  't' and followed by 'kl' and end with  'f',takl(?:ee|i|ea)f
words that start with  't' and followed by 'kl' and 'f' and end with  'da' or 'dah',takl(?:e(?:af dah|ef da)|if d(?:eh|a))
words that start with  't' and followed by 'kl' and 'f' and end with  'dehi' or 'dahi',takl(?:e[ae]f dahi|if d[ae]hi)
words that start with  't' and followed by 'kl' and 'f' and end with  'deh' or 'dah',takl(?:e(?:af d[ae]|ef de)h|if deh)
words that start with  't' and followed by 'kl' and 'f' and end with  'dena' or 'dana',takl(?:e(?:af da|ef de)na|if d[ae]na)
words that start with  't' and followed by 'kr' and end with  'na',takraa?na
words that start with  't' and followed by 'l' and end with  'kh',tala?kh
words that start with  't' and followed by 'l' and end with  'khi',tala?khi
words that start with  't' and followed by 'lm' and end with  'lana',t[ai]lm[ai]lana
words that start with  't' and followed by 'm' and 'skh' and end with  'r',tamaskh[aeu]r
words that start with  'tam' and followed by 'k' and end with  'nat',tama?k[ae]nat
words that start with  't' and followed by 'n' and 'z' and end with  'a',t[ai]naa?za
words that start with  't' and followed by 'nb' and end with  'i' or 'e' or 'h',tanb(?:ee|i)h?
words that start with  't' and followed by 'n' and end with  'g',t(?:angg?|ngg|ung)
words that start with  't' and followed by 'ng' and end with  'i',t(?:(?:angg?|ng)|ung)i
words that start with  'tan' or 'ten' and followed by 'ha' and end with  'i' or 'e',t(?:anha(?:y[ei]|[ei])|enhai)
words that start with  't' and followed by 'nq' or 'nk' and end with  'd',tan(?:ki|kee|qi|qee)d
words that start with  't' and followed by 'n' and end with  'z',t(?:(?:a?nz|a?n)|un)z
words that start with  't' and followed by 'nz' and end with  'ia' or 'ya',tanziy?a
words that start with  't' and followed by 'p' and 'ka' and end with  'na',t(?:pp?kana|ap(?:ak|ka)na)
words that start with  't' and followed by 'p' and 'k' and end with  'na',t(?:pakk?na|ap[ak]kna)
words that start with  't' and followed by 'ks' and 'qs' and end with  'm',t(?:(?:aqs(?:ee|i)|a(?:ks|x)ee)|uxee)m
words that start with  't' and followed by 'r' or 'd' and 'p' and end with  na',t(?:(?:a[dr]appn|a[dr]apn)|[dr]appn)a
words that start with  'ta' and followed by 'r' and end with  'ek' or 'ik',taa?r(?:ee|i)k
words that start with  't' and followed by 'r' and end with  'z',tar(?:ee|i)z
words that start with  't' and followed by 're' or 'ri' and end with  'q' or 'k',tar(?:ik|iq|ek)
words that start with  't' and followed by 'r' and end with  'q' or 'k',t(?:ar(?:a[kq]|[kq])|ra[kq])
words that start with  'tasa' and followed by 'd' and end with  'm',tasad[au]?m
words that start with  't' and followed by 'sh' and 'd' and end with  'd',tasha(?:du|da|dda)d
words that start with  't' and followed by 'sh' and another 'h' and end with  'r',tash(?:h(?:ee|i)r|eer)
words that start with  't' and followed by 'sh' and 'w' or 'v' and end with  'sh',tash[wv](?:i|ee)sh
words that start with  't' and followed by 'he' or 'hi' and end with  'n',(?:(?:touhee|toh(?:ee|i))|Tauhee)n
words that start with  'ta' and followed by 'va' or 'wa' and end with  'n',ta[vw]aa?n
words that start with  't' and end with  'sh',t(?:aye|e|ai)sh
words that start with  't' and followed by 'za' and end with  'd',t[ai]zaa?d
words that start with  't' and followed by 'z' and 'h' and end with  'k',t[ae]zh(?:ee|i)k
words that start with  't' and followed by 'h' and 'q' and end with  'r',t(?:[ae]hqee|haqi)r
words that start with  't' and followed by 'h' ad 'r' and end with  'k',t(?:ehr(?:ee|i)|ahree)k
words that start with  'te' and followed by 'o' or 'w' or 'v' and end with  'ri',te(?:[vw]a|o)ri
words that start with  'te' and followed by 'r' or 'd' and end with  'a',te(?:h[dr]|rh)a
words that start with  't' and followed by 'za' and end with  'b',te?zaa?b
words that start with  'th' and followed by 'k' and end with  'n',thak(?:a|u|aa)n
words that start with  'th' and followed by 'r' and 'k' and end with  'i' or 'y',t(?:h(?:ar(?:a?ki|key)|urkey)|arkki)
words that start with  'th' and followed by 'k' and end with  'r',th(?:o(?:ka(?:rr?|ar)|qar)|ukar)
words that start with  'th' and followed by 'k' and end with  'na',th(?:ok(?:(?:h?naa|h?na)|ana)|ukna)
words that start with  'th' and followed by 'ns' and end with  'na',th(?:oons(?:[as])?na|unsnn?a)
words that start with  'th' and followed by 'd' and 'r' and end with  'a',th(?:o(?:(?:raa?|da)|ura)|aura)
words that start with  'th' and followed by 't' or 'th' and end with  'a',th(?:a(?:utha\t|witha)|ot(?:(?:ha)?a|ha))
words that start with  't' and followed by 'h' or 'm' and end with  't',t(?:o(?:(?:hmath?|met)|hamat)|uhmat)
words that start with  't' and followed by 'f' and end with  'an',t(?:oo?fan|ufaa?n)
words that start with  't' and followed by 'o' or 'u' and end with  't',t(?:oo|ut|u)t
words that start with  't' and followed by 'ta' and 'h' and end with  'wa',T(?:oota Ho|uta H[ou])wa
words that start with  't' and followed by 'ta' and 'ph' and end with  'ta' or 'tha',T(?:oota Phooth?a|uta Phuth?a)
words that start with  't' and followed by 't' or 'n' and end with  'a',t(?:oo|u)tna
words that start with  't' and followed by 'r' or 'd' and end with  'a',to(?:r|rr|d)a
words that start with  't' and followed by 'r' or 'd' and end with  'na',to(?:r|rr|d)na
words that start with  'to' or 'tau' and followed by 's' or 'q' and end with  'shuda',t(?:ou|au|o)s(?:ee|i)q shuda
words that start with  't' and followed by 'k' and end with  'da' or 'ra',tuk[dr]a
words that start with  't' and followed by 'n' and 'z' and end with  'l',t[au]naz(?:ul|il|al)
words that start with  't' and followed by 'r' and end with  'sh',tur(?:a|u)sh
words that start with  'u' or 'o' and followed by 'd' and end with  's',(?:udaa?|odaa)s
words that start with  'u' or 'o' and followed by 'd' and end with  'si',(?:uda[as]si|odasi)
words that start with  'u' or 'o' and followed by 'd' and end with  'r',(?:udha|od[ah])ar
words that start with  'u' or 'o' and followed by 'd' and end with  'm',[ou]dh?am
words that start with  'u' or 'o' and followed by 'j' and end with  'r',(?:uj(?:(?:aa|u)|a)rr|oj[au]rr)
words that start with  'u' or 'o' and followed by 'j' and end with  'ra',(?:(?:ujarr|ujrr?)a|oja?rra)
words that start with  'u' or 'o' and followed by 'ks' and end with  'na',[ou]ksana
words that start with  'u' or 'o' and followed by 'ks' and end with  'ya',[ou]ksaya
words that start with  'u' or 'o' and followed by 'kt' and end with  'ya',(?:oa?ktaya|ukta(?:iya|ya ))
words that start with  'u' and followed by 'lat' and 'p' and end with  'at',ulat p[ua]lat
words that start with  'u' or 'o' and followed by 'lj' and end with  'n',[uo]ljh?an
words that start with  'u' or 'o' and followed by 'lj' and end with  'a',(?:uljh?aa|[Uo]ljha)
words that start with  'u' or 'o' and followed by 'lj' and end with  'na',(?:uljh?|oljh)ana
words that start with  'u' or 'o' and followed by 'lj' and end with  'o' or 'w',(?:uljhow|uljh?ao|oljhao)
words that start with  'u' or 'o' and followed by 'l' and end with  'u' or 'o',(?:ul(?:l(?:oo|u)|u)|ollu)
words that start with  'u' or 'o' and followed by 'lt' and end with  'a' or 'h',[ou]ltah?
words that start with  'u' and followed by 'd' or 'r' and end with  'ta',u(?:rr?ta|dta)
words that start with  'u' or 'o' and followed by 'ta' and end with  'r',(?:utaa?|otaa)r
words that start with  'u' or 'o' and followed by 'ta' and 'r' and end with  'na',(?:utaa?rna|otarna)
words that start with  'w' and followed by 'h' and 'm' and end with  'y' or 'i',(?:vehmy|w[ae]hmi)
words that start with  'wa' and followed by 'rd' and end with  't',Wa(?:arda|rd)at
words that start with  'w' and followed by 'ba' and 'm' and end with  'l',Wabaa?l
words that start with  'w' and followed by 'f' and 'a' and end with  't',w(?:afaa?|efaa)t
words that start with  'w' or 'v' and followed by 'rg' and 'la' and end with  'na',(?:(?:vergha|verga?)lana|w(?:ergha|arg)lana)
words that start with  'w' and followed by 'sw' and 's' and end with  'y' or 'i',waswas(?:ay|i)
words that start with  'w' or 'v' and followed by 'ra' and end with  'ni',(?:wee|v[ei])rani
words that start with  'w' or 'v' and followed by 'h' and end with  'm',(?:W(?:eh[au]m|ahm)|Vehm)
words that start with  'w' or 'v' and followed by 'h' and end with  'mi',(?:vehmi|w[ae]hmi)
words that start with  'w' and followed by 'sh' and end with  'i',w(?:[ae])?hshi
words that start with  'w' or 'v' and followed by 'ra' and end with  'n',[wv]eraan
words that start with  'w' or 'v' and followed by 'ra' and end with  'ni',(?:weraa?ni|verani)
words that start with  'yar' and followed by 'g' and 'm' and end with  'l',yarg(?:ha|a?)mal
words that start with  'z' and followed by 'b' and 'rd' and end with  'sti',(?:z(?:abe|ubu|b)|Zaba)rdasti
words that start with  'z' and followed by 'b' and end with  'o' or 'u' or 'n',z(?:ab(?:(?:oon|u)|oo)|boo)
words that start with  'z' and followed by 'h' and 'm' and end with  't',zah[aei]rdari
words that start with  'z' and followed by 'r' and 'aa' and end with  'b',z(?:air aab|ere? aa)b
words that start with  'z' and followed by 'kh' and end with  'm',zakh[ua]?m
words that start with  'za' and followed by 'l' and 'm' and end with  'l',zal(?:ee|i)l
words that start with  'z' and followed by 'l' and end with  'm',(?:xalim|zal[aiu]m)
words that start with  'z' and followed by 'h' and 'm' and end with  't',z(?:alza?|lza)la
words that start with  'z' and followed by 'r' and 'm' and end with  'r',zarr?ar
words that start with  'z' and followed by 'r' and another 'r' and 's' and end with  'ai',Zar(?:rar Rasaa?i|ar Rasai)
words that start with  'z' and contain two sub  s 'r' and one sub 'ras' and end with  'an',Zar(?:rar Rasaa?n|ar Rasan)
words that start with  'z' and followed by 'lza' and end with  'la',(?:z|x)ara?b
words that start with  'z' and followed by 'w' and end with  'l',zawaa?l
words that start with  'z' and followed by 'y' or 'd' and end with  'ti',z(?:(?:iyad?|iad)|ayad)ti
words that start with  'z' and followed by 'h' and 'm' and end with  't',z[ae]hmat
words that start with  'z' and followed by 'i' and end with  'd',zidd?
words that start with  'z' and followed by 'i' and end with  'di',zidd?i
words that start with  'z' and followed by 'l' and end with  't',zil(?:att?|l[ae]t)
words that start with  'zil' and followed by 't' and 'am' and and end with  'z',zillat am(?:ai|e)z
words that start with  'z' and followed by 'a' and end with  'a',z[ia]na
words that start with  'z' and followed by 'n' and 'k' and end with  'r',(?:zina ka|z[ai]nak)ar
words that start with  'z' and followed by 'n' and 'k' and end with  'ri',Z[ai]na Kaa?ri
words that start with  'zo' or 'zu' and followed by 'ma' and end with  'ni',z(?:o(?: ma|om)|u ma)ani
words that start with  'zor' and followed by 'r' and 'w' or 'v' and end with  'ar',zor(?: aw|a[vw])ar
words that start with  'z' and followed by 'rd' and end with  'r',z(?:ore?|ur)da
words that start with  'z' and followed by 'l' and end with  'm',zula?m
words that start with 'r'  and  followed by 'kh' ,r(?:ak(?:he(?:in|y)|ein)|khen)
words that start with 'sh'  and  followed by 'ru' or 'ro' ,sh(?:ur(?:oo|u)|ro?u)
words that start with 'a' and followed by 'g' and  end with' r' ,ag(?:ga|(?:[ae])?)r
words that start with 'k' and followed by one 'r'  and  end with 'n' ,k(?:ar(?:ei?n|yen)|erein)
words that start with 'k'  and followed by one 'r' in between,k(?:ar(?:ay|[ey])|ray)
words that start with 'li' or 'ly' and  end with 'e' or 'a',l(?:i(?:(?:yea|e)|ye)|ye)
words that start with 'le' or 'li' and  end with 'y' or 'h',l(?:e(?:yeh|a[hy])|iey)
words that start with 'd' optionally followed by another character  and  end with 'n' ,d[iea]?[iay]?n
words that start with 't' and followed by 'r'  and  end with 'h' or 'a' ,t(?:ar(?:(?:ha|ah)|h)|erha|ra)
words that start with 'tar'  and  end with 'n'  followed by 'ha',tarhaa?n
words that start with 'k'  and followed by 'rt' in between ,k(?:art(?:ai|[ey])|rtay)
words that start with 'chah' and  end with 'y' 'a' 'e' or 'n',chah(?:i(?:yen|ay)|eye|ya)
words that start with 'ch'  and followed by another 'h' or 'y' and  end with 'e' or 'y',ch(?:a(?:hiy|e)|a?ye)
"words that start with 'd',  followed by 'u'  and  'o' in between,  followed by 'sr'",do[ou]?sr[uo]u?n?
"words that start with 'ba','bh'  and  end with 'a','e','I'",b(?:ah[ei]|h(?:a[ei]|ia))
"words that start with 'ba','bh'  and  end with 'I' or 'a'  followed by 'y' or 'yy'",b(?:a(?:hiya|i)|hayya)
"words that start with 'm'  and  end with 't',  followed by one 'a' in between",m[at]?t?
"words that start with 'p'  and  end with 'x','z','g',  contain one or more 'l'",pl*[xzg]
"words that start with 'b',  followed by one 'h'  and  end with 't'",b(?:(?:aho|h)|oha)t
words that start with  'b'  and  end with 't',b(?:h(?:oo|u)|oa)t
words that start with 'bh'  and  end with 't',bh(?:oe?|au)t
words that start with 'b' and followed by one or two 'h' ,b(?:ah(?:th|ut)|hoat)
words that start with 'ba'  and  end with 't',bah(?:au?t|t)
words that start with 'b' and followed by one 'h' in between  and  end with 't',boh[oie]t
words that start with 'boha' and  and  end with 't',boha(?:at|th)
words that start with 'bo'  and  end with 't',bohu?t
words that start with 'farm' or 'frm' and  end with  'y',f(?:arm(?:ae)?y|rma?y)
"words that start with 'farm' or 'frm' and  end with 'a','e' ,'I'",farm(?:a(?:ye|[ei])|iya)
"words that start with 'fram', 'ferm' or 'farm' and  end with 'n'",f(?:r(?:amaai|maie)n|(?:(?:ermye|armay)|ermy)n)
words that start with 'f' or 'p'  and followed by 'may' in between,(?:f(?:armaaya|urmaye)|parmaye)
words that start with 'in'  and followed by one 's'  and  one 'b',in(?: s(?:[au])?b|sb)
"words that start with 'sh'  and  end with 'm',  followed by one 'r'",sh[ae]r[ae]m
"words that start with 'h'  and  end with 'y' or 'I',  followed by 'm' in between",h(?:amai|um(?:ay|ei)|(?:a?m|ma)y)
"words that start with 'k',  followed by one 'r'  and  end with 'u' or 'o'",k(?:[ae]ro|r[ou])
words that start with 'kh'  followed by one 'l'  and  end with 'n',kh(?:ailai|el(?:ai|e))n
"words that start with 'p'  and  end with 'a',  followed by one 'd'",p(?:ai|[ey])da
"words that start with 'kh'  and  end with 'sh',  followed by 'o' or 'a' in between",kh(?:(?:oa|u)|o)sh
"words that start with 's'  and followed by one 'h', and  end  ing with 'e' or 'I', not more than  four letters in total",sa(?:h[ei]|i)
words that start with 'k'  and  end with 'r' and followed by vowel in between,k(?:[aeu])?r
"words that start with 'k'  and followed by one 's', and  end  ing with 'y' or 'e'",k(?:ais(?:ay|e)|esy)
"words that start with 'm',  followed by one 'r'  and  end with 'I'",m(?:(?:a[iy]|e)|a?)ri
"words that start with 'nah'  and  end with 'I','e' or 'n'",nah(?:een|e|i)
words that start with 'nh'  and  end with 'n',nh(?:in?)?
words that start with 'th' or 't'  and  end with 'y' or 'I',t(?:h(?:ai|y)|ai|y)
"words that start with 'r'  and  end with 'y' , followed by one 'h'",r(?:ah(?:a[iy]|y)|ehe|hy)
"words that start with 'l'  and  end with 'I' or 'y' or 'h', followed by 'a' or 'e' in between",l(?:a[iy]|eh|y)
words that start with 's'  followed by one 'k'  and  end with 'y' or 'I',s(?:aktay|kt(?:ai|y))
words that start with 'hu'  and  end with 'a',hu(?:aa?|wa)
words that start with 'h'  and  end with 'va' or 'wa',h(?:o[vw]a|va)
words that start with 'de'  followed by  'kh' or 'k' and  end with 'na',de(?:ak(?:ha)?na|kha?na)
words that start with 'da'  followed by  'kh' and  end with 'na',da(?:ikh(?:ai)?na|khna)
words that start with 'd' and  end with 'khna',dy?khna
words that start with 'n'  followed by 'k' and  end  ing with 'I',n(?:a[iy]ki|[ey]ki)
words that start with 'aa' or 'ay' and  end with 'n' or 'a',a(?:aien|yaya)
words that start with 'a' and  end with 'I' or 'y',a(?:[ae]i|y)
words that start with 'a' or 'aa' and  end with 'e',a(?:ay|y?)e
words that start with 'm'  followed by 'hrb' or 'rb' in between,m(?:ehrbani|ahrbne|hrbani|arbani|hrbni)
words that start with 'ko'  and  followed by 'sh' or 's' inbetween and  end  ing with 's' or 'sh',kos(?:h(?:esh?|ish)|is)
words that start with 'j'  and followed by one 'g' and  end with 'a',jgh?a
words that start with 'jag' and  end with 'a' or 'h',jag(?:ah?|ha)
words that start with 'rah' and  end with 'y',rah(?:y?a)?y
"words that start with 'r' or 'rah' and  end with 'I','e' or 'y'",r(?:ah(?:ai|e)|hy)
"words that start with 'k'  and followed by 'k', 'n'  and  'r' in between",ha?mk[ia]?na?r
words that start with 'mj' and  end with 'a' or 'y',mj(?:h(?:a(?:ya)?|ey)|y)
words that start with 'muj' and  end with 'I' or 'h',muj(?:haih?|ai)
words that start with 'muj' and  end with 'e' or 'y',muj(?:ahay|he)
"words that start with 'l'  followed by 'a','e', or 'I'  and end with 'n'",l(?:ain|ai|en|y)
three or four letter words that start with 'do' or 'du' and  end with 'a',d(?:u(?:aa?|wa)|oa)
words that start with 'do' or 'du'  and  end with 'ein',d(?:ow|u)aein
words that start with 'dua' and  end with 'en' or 'in' ,dua(?:ye|i)n
"words that start with 'd'  and  end with 'ya',  followed by one 'n'",dun(?:i?y|i)a
words that start with 'chaht' ,chaht(?:a[iy]|[ey])
words that start with 't'  followed by 'y'  and  end with 'ar',t(?:[ai]y|ya)ar
words that start with 'w'  followed by 'es' or 'as' ,w(?:es(?:ai|y)|asie)
words that start with 'w' and  end with 'sa',w(?:ai)?sa
words thagt start with 'we' and  end with 'a',we[sx]a
"words that start with 'h'  and  end with 'r',  followed by 'e' ,'u' ,'a' in between",h(?:[aeu])?r
words that start with 'la' and  end with 'ty' or 'ay',la(?:ta|yt)y
words that start with 'lyt' and  end with 'I' or 'y',lyt(?:ai|y)
words that start with 'l' and  end with 'te',ly?te
words that start with 'zab' and  end with 'dast',zab(?:ar ?|bar)dast
words that start with 'zab'  followed by 'berd' or 'bard' and  end with 'st' or 'sth',zab(?:ardusth|erd[au]st)
words that start with 'zab'  and  one 'r'  followed by digit with and  end  ,zab(?:ar 10|rdast)
words that start with 'z' and  end with  'brdst',zu?brdst
words that start with 'bta' and  end with 'n',bta(?:ei|ye)n
words that start with 'bat' and  end with  'e' or 'n'  followed by  one 'I',bat(?:a(?:ein|yie)|yin)
"words that start with 'k'  and  end with 'c','s' or 'x',  followed by 'I' ",k(?:i[csx]|s)
words that start with 'me' or 'ma' and  end with 'e'  followed by  one 'r',m(?:ayr|ery)e
"words that start with 'mer' and  end with 'y','I' or 'e'",mer(?:a[iy]|e)
words that start with 'm'  followed by  one 'r' and  end with 'y' or 'e',m(?:aire|ry)
words that start with 'kami'  and  end with 'ab',kami(?:yab\t|ab)
words that start with 'mehn' and  end with 't',mehn(?:[au])?t
words that start with 'm'  followed by  'hn' and  end with 't',m(?:ahni|hn)t
words that start with 'm'  followed by 'nat'  and  end with 'a' or 'y',m(?:anatay|nat[ay])
"words that start with 'ga' or 'ge' and  end with 'e','a' or 'I'",g(?:a(?:ye|i)|ea)
"words that start with 'gy' and  end with 'a','y' or 'I'",gy(?:ay|a|i)
words that start with 'b'  followed by  'nan' and  end with 'y' or 'I',bnan(?:ai|y)
"words that start with 'banan' and  end with 'e','y'  ",banan(?:ey?|ay)
words that start with 'b' and  end with 'da',ba?da
words that start with 'b' and  end with 'ra',b(?:arr?a|ra)
words that start with 'her'  and  end with 'an',heraa?n
words that start with 'h' and  end with 'ran',h(?:ai|[iy])ran
words that start with 'k' or 'q' and  end with 'o'  followed by 'I',(?:kiu?o|q)
words that start with 'ky' and  end with 'n',kyun?
words that start with 'ki' and  end with 'un',kiy?un
words that start with 'b'  and  end with 'rosa',b(?:ha|a?)rosa
words that start with 'b'  followed by 'd' or 'r'  and  end with 'ao',b(?:harh?ao|adhao)
words that start with 'p'  and  end with 'ra',p(?:(?:oo|u)|o)ra
"words that start with 'p'  followed by 'r'  and  with 'e', 'a' or 'y'",p(?:oor(?:ay|e)|ur(?:ay|e))
words that start with 'h' muct followed by 'm'  and  end with 'sha',h(?:m(?:ai|y)|ume)sha
words that start with 'la'  followed by 'd' and  end with 'e' or 'y',la(?:ade|day)
words that start with 'l'  followed by  'r'  and  end with 'y' or 'I',l(?:urr(?:ay|ei)|rai
words that start with 'a'  followed by  'sh' or 'ch' and  end with 'a' or 'w',a(?:ccha|shaw)
words that start with 'a'  followed by  one 'h' and  end  ing with 'a' or 'e',a(?:ch[ae]|[sx]ha)
words that start with 'hoja' and  end with 'y',hoja[ea]y
"words that start with 'hoja' and  end  ing with 'I','e' or 'n'",hoja(?:ye(?:in)?|ie?)
words that start with 'de' and  end with 'kha',de(?:[ai])?kha
words that start with 'da' and  end with 'kha',da(?:[iy])?kha
